2019-11-01 00:09:16,2
2019-11-01 06:36:45,2
2019-11-01 06:51:39,2
2019-11-01 07:23:26,1
2019-11-01 07:23:39,1
2019-11-01 07:39:15,1
2019-11-01 07:39:28,2
2019-11-01 09:07:17,1
2019-11-01 08:38:51,1
2019-11-01 09:07:17,1
2019-11-01 09:21:50,2
2019-11-01 09:22:50,1
2019-11-01 09:38:26,2
2019-11-01 09:38:50,1
2019-11-01 09:39:38,1
2019-11-01 09:51:39,2
2019-11-01 09:51:51,2
2019-11-01 09:52:03,1
2019-11-01 09:52:15,1
2019-11-01 09:53:15,1
2019-11-01 09:54:39,1
2019-11-01 10:07:02,1
2019-11-01 10:08:13,1
2019-11-01 10:09:28,1
2019-11-01 10:22:16,1
2019-11-01 10:22:26,1
2019-11-01 10:22:50,1
2019-11-01 10:23:02,1
2019-11-01 10:23:26,2
2019-11-01 10:23:39,1
2019-11-01 10:24:01,1
2019-11-01 10:24:14,2
2019-11-01 10:36:51,1
2019-11-01 10:37:02,2
2019-11-01 10:37:15,1
2019-11-01 10:37:25,2
2019-11-01 10:38:01,1
2019-11-01 10:38:27,1
2019-11-01 10:38:38,2
2019-11-01 10:39:27,1
2019-11-01 10:43:50,2
2019-11-01 10:51:50,2
2019-11-01 10:52:02,2
2019-11-01 10:52:14,2
2019-11-01 10:52:25,2
2019-11-01 10:52:38,2
2019-11-01 10:53:13,2
2019-11-01 10:53:26,2
2019-11-01 10:53:50,1
2019-11-01 10:54:01,2
2019-11-01 10:54:14,2
2019-11-01 11:06:51,1
2019-11-01 10:54:28,1
2019-11-01 11:06:51,2
2019-11-01 11:07:03,2
2019-11-01 11:07:15,1
2019-11-01 11:07:26,2
2019-11-01 11:07:51,2
2019-11-01 11:08:02,1
2019-11-01 11:08:14,2
2019-11-01 11:08:27,2
2019-11-01 11:08:39,1
2019-11-01 11:08:51,2
2019-11-01 11:09:02,2
2019-11-01 11:09:15,1
2019-11-01 11:09:28,2
2019-11-01 11:09:39,2
2019-11-01 11:21:39,1
2019-11-01 11:21:50,2
2019-11-01 11:22:03,1
2019-11-01 11:22:25,2
2019-11-01 11:22:38,2
2019-11-01 11:22:50,2
2019-11-01 11:23:01,2
